report.date,reflected.week.ending,report.month,week.number,count.states,initial.claims,continued.claims,covered.employment,labor.force,pct.unemployed
1995-05-20,1995-05-13,1995-05-01,19,53,315563,2426187,109698899,134580207,0.020372609472951695
1995-05-27,1995-05-20,1995-05-01,20,53,313961,2391782,109698899,134580207,0.020105058985382597
1995-06-03,1995-05-27,1995-05-01,21,53,286149,2285486,109698899,134580207,0.019108567725713187
1995-06-10,1995-06-03,1995-06-01,22,53,340142,2409951,109698899,134687483,0.020418326475074154
1995-06-17,1995-06-10,1995-06-01,23,53,337288,2367332,109698899,134687483,0.020080707870975656
1995-06-24,1995-06-17,1995-06-01,24,53,323790,2375812,109778282,134687483,0.020043451253744196
1995-07-01,1995-06-24,1995-06-01,25,53,340795,2383768,109778282,134687483,0.020228776567158806
1995-07-08,1995-07-01,1995-07-01,26,53,428195,2292810,109935626,134816249,0.020183064134947117
1995-07-15,1995-07-08,1995-07-01,27,53,491120,2675028,110567577,134816249,0.023484913899362383
1995-07-22,1995-07-15,1995-07-01,28,53,408496,2700647,110567111,134816249,0.023062079111843558
1995-07-29,1995-07-22,1995-07-01,29,53,311007,2523417,110567111,134816249,0.021024349965411068
1995-08-05,1995-07-29,1995-07-01,30,53,310338,2472334,110567111,134816249,0.02064047932382394
1995-08-12,1995-08-05,1995-08-01,31,53,296313,2431072,110579184,134947650,0.020210689107961494
1995-08-19,1995-08-12,1995-08-01,32,53,285590,2426677,110579184,134947650,0.02009866048056413
1995-08-26,1995-08-19,1995-08-01,33,53,271890,2364187,110579184,134947650,0.019534071175007495
1995-09-02,1995-08-26,1995-08-01,34,53,278270,2333437,110579184,134947650,0.019353482628263627
1995-09-09,1995-09-02,1995-09-01,35,53,265775,2155923,110579184,135062118,0.017930253396440887
1995-09-16,1995-09-09,1995-09-01,36,53,303918,2283345,110579184,135062118,0.019156096752458746
1995-09-23,1995-09-16,1995-09-01,37,53,272035,2184279,110579184,135062118,0.01818655028051611
1995-09-30,1995-09-23,1995-09-01,38,53,268739,2135933,110579184,135062118,0.01780419288256682
1995-10-07,1995-09-30,1995-09-01,39,53,345002,2090351,110579184,135062118,0.018031355024359975
1995-10-14,1995-10-07,1995-10-01,40,53,306226,2079573,111474434,135154137,0.01765243042467875
1995-10-21,1995-10-14,1995-10-01,41,53,322649,2221465,111467060,135154137,0.01882379671441356
1995-10-28,1995-10-21,1995-10-01,42,53,331847,2181647,111467060,135154137,0.018597240571333752
1995-11-04,1995-10-28,1995-10-01,43,53,383358,2254928,111478526,135154137,0.019520571538257835
1995-11-11,1995-11-04,1995-11-01,44,53,334861,2159842,111478526,135219293,0.01844931255482899
1995-11-18,1995-11-11,1995-11-01,45,53,425589,2420930,111478526,135219293,0.021051130625272533
1995-11-25,1995-11-18,1995-11-01,46,53,335979,2126816,111478526,135219293,0.01821334031083863
1995-12-02,1995-11-25,1995-11-01,47,53,473955,2799462,111478526,135219293,0.024208209696821886
1995-12-09,1995-12-02,1995-12-01,48,53,420582,2592001,111478526,135282762,0.022268786913147147
1995-12-16,1995-12-09,1995-12-01,49,53,422805,2656654,111478526,135282762,0.022763129274371262
1995-12-23,1995-12-16,1995-12-01,50,53,489978,2637283,111478526,135282762,0.023116478062445236
1995-12-30,1995-12-23,1995-12-01,51,53,513308,2780482,111478526,135282762,0.024347447903229534
1996-01-06,1995-12-30,1995-12-01,52,53,595390,3157104,111478526,135282762,0.027738153365023697
1996-01-13,1996-01-06,1996-01-01,1,53,636832,3331560,112257580,135390821,0.029310642853698332
1996-01-20,1996-01-13,1996-01-01,2,53,510122,3264128,112254049,135390821,0.027876705171911174
1996-01-27,1996-01-20,1996-01-01,3,53,492233,3467858,112254049,135390821,0.029249331459479073
1996-02-03,1996-01-27,1996-01-01,4,53,432952,3259308,112254154,135390821,0.0272711249753039
1996-02-10,1996-02-03,1996-02-01,5,53,440153,3410171,112254154,135568350,0.02840134883990253
1996-02-17,1996-02-10,1996-02-01,6,53,394814,3294529,112254154,135568350,0.027213896163816996
1996-02-24,1996-02-17,1996-02-01,7,53,346564,3278291,112254154,135568350,0.02673820991403967
1996-03-02,1996-02-24,1996-02-01,8,53,367414,3278882,112254154,135568350,0.0268963662978859
1996-03-09,1996-03-02,1996-03-01,9,53,355146,3279593,112254154,135813076,0.02676280596133468
1996-03-16,1996-03-09,1996-03-01,10,53,356291,3144490,112254154,135813076,0.025776464999585164
1996-03-23,1996-03-16,1996-03-01,11,53,395911,3142205,112254154,135813076,0.02605136489214043
1996-03-30,1996-03-23,1996-03-01,12,53,341459,3109396,112254154,135813076,0.025408856802565903
1996-04-06,1996-03-30,1996-03-01,13,53,352623,2969560,112270031,135813076,0.024461436982695244
1996-04-13,1996-04-06,1996-04-01,14,53,343333,2807138,112883416,136096682,0.023148771547567927
1996-04-20,1996-04-13,1996-04-01,15,53,335539,2808282,112883416,136096682,0.023099909224825924
1996-04-27,1996-04-20,1996-04-01,16,53,291573,2633227,112883416,136096682,0.02149060474523545
1996-05-04,1996-04-27,1996-04-01,17,53,297749,2586250,112883416,136096682,0.021190810515130706
1996-05-11,1996-05-04,1996-05-01,18,53,303048,2459794,112883416,136385186,0.020257640004978254
1996-05-18,1996-05-11,1996-05-01,19,53,287475,2438780,112883416,136385186,0.01998937773197743
1996-05-25,1996-05-18,1996-05-01,20,53,287214,2370025,112883416,136385186,0.019483340368066076
1996-06-01,1996-05-25,1996-05-01,21,53,265697,2293056,112883416,136385186,0.018761223817959232
1996-06-08,1996-06-01,1996-06-01,22,53,328570,2343239,112883416,136663071,0.019550336315799607
1996-06-15,1996-06-08,1996-06-01,23,53,306613,2276216,112883416,136663071,0.018899246015040887
1996-06-22,1996-06-15,1996-06-01,24,53,311962,2340397,112883416,136663071,0.019408015498202875
1996-06-29,1996-06-22,1996-06-01,25,53,315306,2318666,112883416,136663071,0.019273472934030585
1996-07-06,1996-06-29,1996-06-01,26,53,382513,2255429,112909754,136663071,0.019302522478804828
1996-07-13,1996-07-06,1996-07-01,27,53,448864,2491262,113576494,136931549,0.021471501793936473
1996-07-20,1996-07-13,1996-07-01,28,53,359817,2552663,113587497,136931549,0.021269605297461434
1996-07-27,1996-07-20,1996-07-01,29,53,294305,2431225,113588161,136931549,0.01990432460528143
1996-08-03,1996-07-27,1996-07-01,30,53,282875,2371571,113588161,136931549,0.019385203916739452
1996-08-10,1996-08-03,1996-08-01,31,53,285565,2333710,113588161,137195747,0.019091517465187897
1996-08-17,1996-08-10,1996-08-01,32,53,265299,2316358,113588161,137195747,0.018817325292160843
1996-08-24,1996-08-17,1996-08-01,33,53,259349,2278903,113588161,137195747,0.01850095251130489
1996-08-31,1996-08-24,1996-08-01,34,53,251058,2237636,113588161,137195747,0.0181397314014406
1996-09-07,1996-08-31,1996-08-01,35,53,238632,2107559,113588161,137195747,0.017101047600258337
1996-09-14,1996-09-07,1996-09-01,36,53,272144,2104334,113588161,137437246,0.017291368018244487
1996-09-21,1996-09-14,1996-09-01,37,53,272814,2076388,113588161,137437246,0.017092906532774964
1996-09-28,1996-09-21,1996-09-01,38,53,260835,2015745,113588161,137437246,0.01656450537432917
1996-10-05,1996-09-28,1996-09-01,39,53,291766,1996380,113583148,137437246,0.0166486601455911
1996-10-12,1996-10-05,1996-10-01,40,53,306246,1968131,114099054,137643331,0.01652369921213255
1996-10-19,1996-10-12,1996-10-01,41,53,271645,1965897,114099345,137643331,0.016256087263682974
1996-10-26,1996-10-19,1996-10-01,42,53,311637,2038500,114101086,137643331,0.017074107280940477
1996-11-02,1996-10-26,1996-10-01,43,53,320430,2061611,114102874,137643331,0.017305894754900984
1996-11-09,1996-11-02,1996-11-01,44,53,339801,2082585,114102874,137820070,0.017576438613040903
1996-11-16,1996-11-09,1996-11-01,45,53,330391,2109848,114102874,137820070,0.017705977075762623
1996-11-23,1996-11-16,1996-11-01,46,53,382941,2219131,114102874,137820070,0.018880210988138375
1996-11-30,1996-11-23,1996-11-01,47,53,327908,2041264,114102874,137820070,0.017190326488732737
1996-12-07,1996-11-30,1996-11-01,48,53,443809,2610950,114102874,137820070,0.02216483419287191
1996-12-14,1996-12-07,1996-12-01,49,53,403775,2457433,114102874,137978664,0.020736597362618323
1996-12-21,1996-12-14,1996-12-01,50,53,428890,2531468,114102874,137978664,0.02145518672365171
1996-12-28,1996-12-21,1996-12-01,51,53,520078,2441910,114102874,137978664,0.021467000144312166
1997-01-04,1996-12-28,1996-12-01,52,53,540809,2912588,114124571,137978664,0.025028485563536113
1997-01-11,1997-01-04,1997-01-01,1,53,653741,3406615,114724212,138131042,0.02939495671074428
1997-01-18,1997-01-11,1997-01-01,2,53,513384,3101614,114727230,138131042,0.026170786433363763
1997-01-25,1997-01-18,1997-01-01,3,53,384870,3026702,114741045,138131042,0.024698083432976636
1997-02-01,1997-01-25,1997-01-01,4,53,379440,3068752,114741045,138131042,0.024963194008194044
1997-02-08,1997-02-01,1997-02-01,5,53,369962,3022960,114741045,138288752,0.024535054015094444
1997-02-15,1997-02-08,1997-02-01,6,53,319437,2953952,114741045,138288752,0.023670681473790436
1997-02-22,1997-02-15,1997-02-01,7,53,308498,2950298,114741045,138288752,0.02356515589930264
1997-03-01,1997-02-22,1997-02-01,8,53,316574,2973635,114741045,138288752,0.023792311033365897
1997-03-08,1997-03-01,1997-03-01,9,53,314078,2915993,114741045,138466712,0.02332741893950656
1997-03-15,1997-03-08,1997-03-01,10,53,296255,2803629,114741045,138466712,0.02238721462527398
1997-03-22,1997-03-15,1997-03-01,11,53,290832,2775800,114741045,138466712,0.022147070264801262
1997-03-29,1997-03-22,1997-03-01,12,53,268435,2630544,114741045,138466712,0.02093628828277514
1997-04-05,1997-03-29,1997-03-01,13,53,310846,2614403,114789701,138466712,0.021126008971744777
1997-04-12,1997-04-05,1997-04-01,14,53,329326,2496091,115416743,138684940,0.020372918645672703
1997-04-19,1997-04-12,1997-04-01,15,53,286143,2450633,115426156,138684940,0.019733764891847666
1997-04-26,1997-04-19,1997-04-01,16,53,294968,2321040,115426156,138684940,0.01886295656904059
1997-05-03,1997-04-26,1997-04-01,17,53,295317,2320635,115426156,138684940,0.01886255277609811
1997-05-10,1997-05-03,1997-05-01,18,53,277786,2211189,115426156,138916896,0.017917007014035213
1997-05-17,1997-05-10,1997-05-01,19,53,266955,2182287,115426156,138916896,0.017630987090296056
1997-05-24,1997-05-17,1997-05-01,20,53,264407,2093247,115426156,138916896,0.01697168643906354
1997-05-31,1997-05-24,1997-05-01,21,53,247964,2013814,115426203,138916896,0.01628151841227434
1997-06-07,1997-05-31,1997-05-01,22,53,309499,2097738,115426156,138916896,0.017328612064582843
1997-06-14,1997-06-07,1997-06-01,23,53,302295,2058626,115426156,139128602,0.016969343226779496
1997-06-21,1997-06-14,1997-06-01,24,53,290412,2066797,115426156,139128602,0.01694266287531589
1997-06-28,1997-06-21,1997-06-01,25,53,297917,2083178,115426156,139128602,0.017114345761916016
1997-07-05,1997-06-28,1997-06-01,26,53,372301,2050978,115426156,139128602,0.017417547256027198
1997-07-12,1997-07-05,1997-07-01,27,53,434341,2258004,116095219,139311833,0.019326032412479995
1997-07-19,1997-07-12,1997-07-01,28,53,338817,2335873,116095820,139311833,0.01919930233062112
1997-07-26,1997-07-19,1997-07-01,29,53,281018,2234744,116095820,139311833,0.018058494715233558
1997-08-02,1997-07-26,1997-07-01,30,53,272961,2178523,116095820,139311833,0.017597098158919494
1997-08-09,1997-08-02,1997-08-01,31,53,288810,2115500,116095820,139468735,0.017239060783049334
1997-08-16,1997-08-09,1997-08-01,32,53,272694,2114254,116095820,139468735,0.01711457410150024
1997-08-23,1997-08-16,1997-08-01,33,53,255023,2107659,116095820,139468735,0.016940585286014102
1997-08-30,1997-08-23,1997-08-01,34,53,249970,2053371,116095820,139468735,0.016515106414351576
1997-09-06,1997-08-30,1997-08-01,35,53,224596,1935889,116095820,139468735,0.01549081950158937
1997-09-13,1997-09-06,1997-09-01,36,53,253144,1944104,116095820,139602246,0.015739345626287416
1997-09-20,1997-09-13,1997-09-01,37,53,245807,1855008,116095820,139602246,0.015048575937667936
1997-09-27,1997-09-20,1997-09-01,38,53,237032,1818062,116095820,139602246,0.014721066880256354
1997-10-04,1997-09-27,1997-09-01,39,53,260411,1805247,116095820,139602246,0.01479673901521613
1997-10-11,1997-10-04,1997-10-01,40,53,286288,1774352,116823924,139721366,0.01474820966179217
1997-10-18,1997-10-11,1997-10-01,41,53,255414,1780409,116824014,139721366,0.014570591873543521
1997-10-25,1997-10-18,1997-10-01,42,53,272364,1821121,116824014,139721366,0.014983284660987355
1997-11-01,1997-10-25,1997-10-01,43,53,292928,1845646,116824014,139721366,0.015305991211107971
1997-11-08,1997-11-01,1997-11-01,44,53,322634,1876749,116823047,139820707,0.0157300234506753
1997-11-15,1997-11-08,1997-11-01,45,53,311359,1857432,116824014,139820707,0.015511228962674319
1997-11-22,1997-11-15,1997-11-01,46,53,341494,2039955,116824014,139820707,0.017032162482199437
1997-11-29,1997-11-22,1997-11-01,47,53,309620,1896063,116824014,139820707,0.01577508115446734
1997-12-06,1997-11-29,1997-11-01,48,53,402357,2314954,116824014,139820707,0.019434253039501508
1997-12-13,1997-12-06,1997-12-01,49,53,373595,2188625,116824014,139908484,0.01831354272983188
1997-12-20,1997-12-13,1997-12-01,50,53,368429,2314543,116824014,139908484,0.01917662119761086
1997-12-27,1997-12-20,1997-12-01,51,53,445034,2133754,116824014,139908484,0.018431962996611415
1998-01-03,1997-12-27,1997-12-01,52,53,479484,2596778,116824014,139908484,0.021987673027748626
1998-01-10,1998-01-03,1998-01-01,1,53,681456,3172429,117451339,139995028,0.027528727663099578
1998-01-17,1998-01-10,1998-01-01,2,53,512213,2875147,117451339,139995028,0.024196287885309756
1998-01-24,1998-01-17,1998-01-01,3,53,354527,2779713,117451339,139995028,0.022388223673200737
1998-01-31,1998-01-24,1998-01-01,4,53,357506,2802875,117451339,139995028,0.02257495173328584
1998-02-07,1998-01-31,1998-01-01,5,53,367355,2767459,117451339,139995028,0.02239232381881448
1998-02-14,1998-02-07,1998-02-01,6,53,327956,2717923,117451339,140089989,0.021742303084912085
1998-02-21,1998-02-14,1998-02-01,7,53,312797,2715046,117451339,140089989,0.021613557268535442
1998-02-28,1998-02-21,1998-02-01,8,53,312961,2720802,117451339,140089989,0.02165581581992986
1998-03-07,1998-02-28,1998-02-01,9,53,304949,2719420,117451339,140089989,0.021588758922666488
1998-03-14,1998-03-07,1998-03-01,10,53,297877,2606295,117451339,140187752,0.020716303375775652
1998-03-21,1998-03-14,1998-03-01,11,53,293196,2650767,117451339,140187752,0.021000144149540254
1998-03-28,1998-03-21,1998-03-01,12,53,272302,2523064,117451339,140187752,0.01994015853824377
1998-04-04,1998-03-28,1998-03-01,13,53,287993,2485333,117451339,140187752,0.019782940809265563
1998-04-11,1998-04-04,1998-04-01,14,53,293672,2295898,118508522,140294989,0.018458036302351467
1998-04-18,1998-04-11,1998-04-01,15,53,287586,2332732,118508522,140294989,0.018677203075300144
1998-04-25,1998-04-18,1998-04-01,16,53,277705,2238881,118508522,140294989,0.017937818149727357
1998-05-02,1998-04-25,1998-04-01,17,53,260647,2148692,118508522,140294989,0.017173378872427154
1998-05-09,1998-05-02,1998-05-01,18,53,269766,2030841,118508522,140435042,0.01638200101083033
1998-05-16,1998-05-09,1998-05-01,19,53,261756,2009767,118508522,140435042,0.01617490170295246
1998-05-23,1998-05-16,1998-05-01,20,53,258749,1954709,118508522,140435042,0.015761436522374522
1998-05-30,1998-05-23,1998-05-01,21,53,248130,1900146,118508522,140435042,0.015297293107228892
1998-06-06,1998-05-30,1998-05-01,22,53,289112,1942766,118508522,140435042,0.015892600366794494
1998-06-13,1998-06-06,1998-06-01,23,53,292718,1929303,118508522,140611062,0.015802604492098922
1998-06-20,1998-06-13,1998-06-01,24,53,321554,1968737,118508522,140611062,0.01628812817017199
1998-06-27,1998-06-20,1998-06-01,25,53,348324,1985328,118508522,140611062,0.01659650362359115
1998-07-04,1998-06-27,1998-06-01,26,53,379203,2092988,118508522,140611062,0.017581767499914053
1998-07-11,1998-07-04,1998-07-01,27,53,428484,2256571,119277989,140773504,0.019073582199104742
1998-07-18,1998-07-11,1998-07-01,28,53,364140,2406747,119289801,140773504,0.019683299209487602
1998-07-25,1998-07-18,1998-07-01,29,53,314319,2330302,119288748,140773504,0.018786354852685913
1998-08-01,1998-07-25,1998-07-01,30,53,277105,2312114,119288748,140773504,0.01839280067930965
1998-08-08,1998-08-01,1998-08-01,31,53,279073,2226769,119288748,141013480,0.017770230193595676
1998-08-15,1998-08-08,1998-08-01,32,53,246260,2111981,119288748,141013480,0.01672351465973324
1998-08-22,1998-08-15,1998-08-01,33,53,237408,2047070,119288748,141013480,0.016200422824824975
1998-08-29,1998-08-22,1998-08-01,34,53,233185,1989561,119288748,141013480,0.01576264907440055
1998-09-05,1998-08-29,1998-08-01,35,53,255526,1929456,119288748,141013480,0.01549484489000626
1998-09-12,1998-09-05,1998-09-01,36,53,217046,1804235,119288748,141227901,0.014312193169252016
1998-09-19,1998-09-12,1998-09-01,37,53,237053,1863777,119288748,141227901,0.014875460055162895
1998-09-26,1998-09-19,1998-09-01,38,53,220242,1723519,119288748,141227901,0.013763293132849153
1998-10-03,1998-09-26,1998-09-01,39,53,245791,1744242,119288748,141227901,0.014090933773773216
1998-10-10,1998-10-03,1998-10-01,40,53,300418,1722586,120433730,141423202,0.014304611770846484
1998-10-17,1998-10-10,1998-10-01,41,53,256667,1737523,120433730,141423202,0.014100868682070994
1998-10-24,1998-10-17,1998-10-01,42,53,275001,1811934,120433730,141423202,0.014756666307131131
1998-10-31,1998-10-24,1998-10-01,43,53,281436,1796038,120433730,141423202,0.014689767807689717
1998-11-07,1998-10-31,1998-10-01,44,53,332172,1844232,120433730,141423202,0.01538929941637158
1998-11-14,1998-11-07,1998-11-01,45,53,314839,1837688,120433730,141573796,0.015204275514375556
1998-11-21,1998-11-14,1998-11-01,46,53,338038,2000882,120433730,141573796,0.016520853901522848
1998-11-28,1998-11-21,1998-11-01,47,53,294726,1869683,120433730,141573796,0.015288203475168526
1998-12-05,1998-11-28,1998-11-01,48,53,421178,2321288,120433730,141573796,0.019371282521802268
1998-12-12,1998-12-05,1998-12-01,49,53,355442,2188049,120433730,141674612,0.01795304722627368
1998-12-19,1998-12-12,1998-12-01,50,53,343892,2289720,120433730,141674612,0.018589159785382014
1998-12-26,1998-12-19,1998-12-01,51,53,441784,2121543,120433730,141674612,0.01809305819732896
1999-01-02,1998-12-26,1998-12-01,52,53,508361,2484047,120433720,141674612,0.021121695395925982
1999-01-09,1999-01-02,1999-01-01,1,53,712994,3063772,121213475,141735090,0.026646654685159477
1999-01-16,1999-01-09,1999-01-01,2,53,513092,2888556,121256681,141735090,0.024000041203628544
1999-01-23,1999-01-16,1999-01-01,3,53,363917,2860898,121256681,141735090,0.02275241085323331
1999-01-30,1999-01-23,1999-01-01,4,53,348901,2801652,121256681,141735090,0.022228461561635864
1999-02-06,1999-01-30,1999-01-01,5,53,344199,2828317,121256681,141735090,0.022383419659873924
1999-02-13,1999-02-06,1999-02-01,6,53,319824,2720719,121256681,141789814,0.021444015717518326
1999-02-20,1999-02-13,1999-02-01,7,53,285478,2721401,121256681,141789814,0.021206593867172996
1999-02-27,1999-02-20,1999-02-01,8,53,297216,2761951,121256681,141789814,0.02157536506818466
1999-03-06,1999-02-27,1999-02-01,9,53,296766,2721929,121256681,141789814,0.021289928485271867
1999-03-13,1999-03-06,1999-03-01,10,53,289298,2640808,121256681,141874391,0.02065281816786794
1999-03-20,1999-03-13,1999-03-01,11,53,274764,2636046,121256681,141874391,0.020516810535595533
1999-03-27,1999-03-20,1999-03-01,12,53,260195,2547336,121256681,141874391,0.019788849701564533
1999-04-03,1999-03-27,1999-03-01,13,53,263280,2450136,121256681,141874391,0.01912548121528148
1999-04-10,1999-04-03,1999-04-01,14,53,327189,2423697,122053067,141996486,0.019372916031175587
1999-04-17,1999-04-10,1999-04-01,15,53,285520,2366752,122053067,141996486,0.018678434056459678
1999-04-24,1999-04-17,1999-04-01,16,53,263115,2269640,122053067,141996486,0.017836744213515256
1999-05-01,1999-04-24,1999-04-01,17,53,251836,2181822,122053067,141996486,0.017138860746173677
1999-05-08,1999-05-01,1999-05-01,18,53,273877,2130643,122053067,142142166,0.01691630335786497
1999-05-15,1999-05-08,1999-05-01,19,53,250784,2056656,122053067,142142166,0.01623332516264034
1999-05-22,1999-05-15,1999-05-01,20,53,250075,2065267,122053067,142142166,0.016288917392746075
1999-05-29,1999-05-22,1999-05-01,21,53,260248,1989930,122053067,142142166,0.015830474962651126
1999-06-05,1999-05-29,1999-05-01,22,53,256731,1970895,122053067,142142166,0.015671816904774056
1999-06-12,1999-06-05,1999-06-01,23,53,267118,2001243,122053067,142303991,0.015940248646996835
1999-06-19,1999-06-12,1999-06-01,24,53,267546,2016420,122053067,142303991,0.016049908255911106
1999-06-26,1999-06-19,1999-06-01,25,53,269415,1989313,122053067,142303991,0.01587255553500253
1999-07-03,1999-06-26,1999-06-01,26,53,302808,2032031,122053067,142303991,0.016407403500018493
1999-07-10,1999-07-03,1999-07-01,27,53,363427,2010481,122600538,142465326,0.01666305806930172
1999-07-17,1999-07-10,1999-07-01,28,53,368265,2236632,122600538,142465326,0.01828442802987725
1999-07-24,1999-07-17,1999-07-01,29,53,292822,2237538,122600538,142465326,0.01776123405634856
1999-07-31,1999-07-24,1999-07-01,30,53,253658,2138009,122600538,142465326,0.01678771296252114
1999-08-07,1999-07-31,1999-07-01,31,53,259329,2069708,122600538,142465326,0.01634809722051245
1999-08-14,1999-08-07,1999-08-01,32,53,236244,2052771,122600538,142610171,0.016050853764140005
1999-08-21,1999-08-14,1999-08-01,33,53,225600,2024166,122600538,142610171,0.01577563496505449
1999-08-28,1999-08-21,1999-08-01,34,53,218510,1980275,122600538,142610171,0.015418149943877425
1999-09-04,1999-08-28,1999-08-01,35,53,235456,1932415,122600538,142610171,0.015201377186484125
1999-09-11,1999-09-04,1999-09-01,36,53,203847,1812508,122600538,142744869,0.014125586538595653
1999-09-18,1999-09-11,1999-09-01,37,53,218665,1854471,122600538,142744869,0.014523366160362653
1999-09-25,1999-09-18,1999-09-01,38,53,232120,1782297,122600538,142744869,0.01411200986845979
1999-10-02,1999-09-25,1999-09-01,39,53,246076,1761965,122600538,142744869,0.014067342763822915
1999-10-09,1999-10-02,1999-10-01,40,53,278511,1724682,123237662,142881473,0.014019963246039603
1999-10-16,1999-10-09,1999-10-01,41,53,234213,1690936,123242277,142881473,0.01347374827245797
1999-10-23,1999-10-16,1999-10-01,42,53,250378,1760108,123242277,142881473,0.014071005552973267
1999-10-30,1999-10-23,1999-10-01,43,53,257349,1734391,123242277,142881473,0.013939805897717754
1999-11-06,1999-10-30,1999-10-01,44,53,296571,1778808,123242277,142881473,0.014525179202204893
1999-11-13,1999-11-06,1999-11-01,45,53,262214,1757717,123242277,143060419,0.014119426002799558
1999-11-20,1999-11-13,1999-11-01,46,53,308803,1865246,123242277,143060419,0.015196719086919492
1999-11-27,1999-11-20,1999-11-01,47,53,267897,1776531,123242277,143060419,0.014290661346378413
1999-12-04,1999-11-27,1999-11-01,48,53,378165,2189233,123242277,143060419,0.017946249689091153
1999-12-11,1999-12-04,1999-12-01,49,53,317651,2048966,123242277,143268219,0.016518785649174573
1999-12-18,1999-12-11,1999-12-01,50,53,329052,2145230,123242277,143268219,0.017270278204547233
1999-12-25,1999-12-18,1999-12-01,51,53,376865,2098201,123242277,143268219,0.017275750457957463
2000-01-01,1999-12-25,1999-12-01,52,53,439201,2245166,123242277,143268219,0.01873665366078153
2000-01-08,2000-01-01,2000-01-01,1,53,606162,2760446,123843998,143479324,0.023464063714155776
2000-01-15,2000-01-08,2000-01-01,2,53,441600,2683905,123843998,143479324,0.021783661316943478
2000-01-22,2000-01-15,2000-01-01,3,53,328155,2587476,123843998,143479324,0.020320913973639852
2000-01-29,2000-01-22,2000-01-01,4,53,332017,2545804,123843998,143479324,0.020057391683835923
2000-02-05,2000-01-29,2000-01-01,5,53,364368,2675566,123843998,143479324,0.021187261796689255
2000-02-12,2000-02-05,2000-02-01,6,53,311206,2616322,123843998,143652312,0.020379261281920753
2000-02-19,2000-02-12,2000-02-01,7,53,280623,2657246,123843998,143652312,0.020451247592868538
2000-02-26,2000-02-19,2000-02-01,8,53,258291,2518515,123843998,143652312,0.019330047399445962
2000-03-04,2000-02-26,2000-02-01,9,53,282322,2627892,123843998,143652312,0.020258734158069103
2000-03-11,2000-03-04,2000-03-01,10,53,254304,2476270,123843998,143766430,0.018993126559517407
2000-03-18,2000-03-11,2000-03-01,11,53,241477,2460166,123843998,143766430,0.018791890429497346
2000-03-25,2000-03-18,2000-03-01,12,53,239176,2326042,123843998,143766430,0.017842955410383356
2000-04-01,2000-03-25,2000-03-01,13,53,228784,2302213,123843998,143766430,0.017604923485962612
2000-04-08,2000-04-01,2000-04-01,14,53,273550,2165817,124573417,143822299,0.016960979048179448
2000-04-15,2000-04-08,2000-04-01,15,53,236712,2112557,124573417,143822299,0.016334525427103622
2000-04-22,2000-04-15,2000-04-01,16,53,239781,2007555,124573417,143822299,0.015625782758485873
2000-04-29,2000-04-22,2000-04-01,17,53,249081,2015181,124573417,143822299,0.015743469654869027
2000-05-06,2000-04-29,2000-04-01,18,53,259068,1956801,124567134,143822299,0.01540699192967288
2000-05-13,2000-05-06,2000-05-01,19,53,231249,1854431,124567134,143828752,0.014501133959641116
2000-05-20,2000-05-13,2000-05-01,20,53,234118,1836561,124567134,143828752,0.014396836315453812
2000-05-27,2000-05-20,2000-05-01,21,53,239438,1798969,124567134,143828752,0.014172458369102723
2000-06-03,2000-05-27,2000-05-01,22,53,242621,1775051,124567134,143828752,0.014028293869921086
2000-06-10,2000-06-03,2000-06-01,23,53,267232,1848428,124567134,143801880,0.014712325040534937
2000-06-17,2000-06-10,2000-06-01,24,53,265247,1835130,124567134,143801880,0.01460604687504781
2000-06-24,2000-06-17,2000-06-01,25,53,272878,1868811,124567134,143801880,0.014893331019038138
2000-07-01,2000-06-24,2000-06-01,26,53,280659,1874760,124567134,143801880,0.014988809603880006
2000-07-08,2000-07-01,2000-07-01,27,53,363472,1861995,125346439,143775743,0.015478737605967371
2000-07-15,2000-07-08,2000-07-01,28,53,377073,2139158,125358884,143775743,0.017501081528057204
2000-07-22,2000-07-15,2000-07-01,29,53,295736,2157192,125358884,143775743,0.017060791680276695
2000-07-29,2000-07-22,2000-07-01,30,53,253015,2008523,125358884,143775743,0.01572962137291824
2000-08-05,2000-07-29,2000-07-01,31,53,265707,1998848,125358884,143775743,0.015750605441141766
2000-08-12,2000-08-05,2000-08-01,32,53,260560,1965156,125358884,143802646,0.015477573340340344
2000-08-19,2000-08-12,2000-08-01,33,53,251349,1970649,125358884,143802646,0.01545171846142525
2000-08-26,2000-08-19,2000-08-01,34,53,238716,1955662,125358884,143802646,0.015259649672927436
2000-09-02,2000-08-26,2000-08-01,35,53,241876,1903943,125358884,143802646,0.01492197160266439
2000-09-09,2000-09-02,2000-09-01,36,53,229538,1836058,125358884,143908671,0.014353520087750654
2000-09-16,2000-09-09,2000-09-01,37,53,245407,1853341,125358884,143908671,0.01458388841628591
2000-09-23,2000-09-16,2000-09-01,38,53,221820,1758710,125358884,143908671,0.013762409076795658
2000-09-30,2000-09-23,2000-09-01,39,53,226805,1725549,125358884,143908671,0.013566618233865839
2000-10-07,2000-09-30,2000-09-01,40,53,291710,1697670,125720519,143908671,0.013823906413533623
2000-10-14,2000-10-07,2000-10-01,41,53,254622,1722422,126116457,144099516,0.013719990565408978
2000-10-21,2000-10-14,2000-10-01,42,53,263208,1787552,126116457,144099516,0.014231553699319851
