laus.code,state.fips,county.fips,county,state.abbr,report.month,preliminary,civilian.labor.force,employed,unemployed,rate.unemployed
CN0100100000000,01,001,Autauga County,AL,2019-02-01,FALSE,26256,25353,903,3.4
CN0100100000000,01,001,Autauga County,AL,2019-03-01,FALSE,26255,25424,831,3.2
CN0100100000000,01,001,Autauga County,AL,2019-04-01,FALSE,26165,25552,613,2.3
CN0100100000000,01,001,Autauga County,AL,2019-05-01,FALSE,26271,25680,591,2.2
CN0100100000000,01,001,Autauga County,AL,2019-06-01,FALSE,26310,25536,774,2.9
CN0100100000000,01,001,Autauga County,AL,2019-07-01,FALSE,26279,25552,727,2.8
CN0100100000000,01,001,Autauga County,AL,2019-08-01,FALSE,26079,25368,711,2.7
CN0100100000000,01,001,Autauga County,AL,2019-09-01,FALSE,26010,25391,619,2.4
CN0100100000000,01,001,Autauga County,AL,2019-10-01,FALSE,26143,25530,613,2.3
CN0100100000000,01,001,Autauga County,AL,2019-11-01,FALSE,26086,25500,586,2.2
CN0100100000000,01,001,Autauga County,AL,2019-12-01,FALSE,26127,25513,614,2.4
CN0100100000000,01,001,Autauga County,AL,2020-01-01,FALSE,25912,25125,787,3
CN0100100000000,01,001,Autauga County,AL,2020-02-01,FALSE,25906,25196,710,2.7
CN0100100000000,01,001,Autauga County,AL,2020-03-01,TRUE,25557,24762,795,3.1
CN0100300000000,01,003,Baldwin County,AL,2019-02-01,FALSE,95901,92454,3447,3.6
CN0100300000000,01,003,Baldwin County,AL,2019-03-01,FALSE,97617,94468,3149,3.2
CN0100300000000,01,003,Baldwin County,AL,2019-04-01,FALSE,97486,95092,2394,2.5
CN0100300000000,01,003,Baldwin County,AL,2019-05-01,FALSE,98311,96129,2182,2.2
CN0100300000000,01,003,Baldwin County,AL,2019-06-01,FALSE,99811,97012,2799,2.8
CN0100300000000,01,003,Baldwin County,AL,2019-07-01,FALSE,99665,97121,2544,2.6
CN0100300000000,01,003,Baldwin County,AL,2019-08-01,FALSE,97939,95367,2572,2.6
CN0100300000000,01,003,Baldwin County,AL,2019-09-01,FALSE,96754,94510,2244,2.3
CN0100300000000,01,003,Baldwin County,AL,2019-10-01,FALSE,97213,94967,2246,2.3
CN0100300000000,01,003,Baldwin County,AL,2019-11-01,FALSE,96603,94405,2198,2.3
CN0100300000000,01,003,Baldwin County,AL,2019-12-01,FALSE,95993,93689,2304,2.4
CN0100300000000,01,003,Baldwin County,AL,2020-01-01,FALSE,95316,92389,2927,3.1
CN0100300000000,01,003,Baldwin County,AL,2020-02-01,FALSE,95924,93418,2506,2.6
CN0100300000000,01,003,Baldwin County,AL,2020-03-01,TRUE,95672,92799,2873,3
CN0100500000000,01,005,Barbour County,AL,2019-02-01,FALSE,8420,8026,394,4.7
CN0100500000000,01,005,Barbour County,AL,2019-03-01,FALSE,8426,8069,357,4.2
CN0100500000000,01,005,Barbour County,AL,2019-04-01,FALSE,8428,8152,276,3.3
CN0100500000000,01,005,Barbour County,AL,2019-05-01,FALSE,8416,8152,264,3.1
CN0100500000000,01,005,Barbour County,AL,2019-06-01,FALSE,8504,8148,356,4.2
CN0100500000000,01,005,Barbour County,AL,2019-07-01,FALSE,8625,8271,354,4.1
CN0100500000000,01,005,Barbour County,AL,2019-08-01,FALSE,8652,8322,330,3.8
CN0100500000000,01,005,Barbour County,AL,2019-09-01,FALSE,8656,8376,280,3.2
CN0100500000000,01,005,Barbour County,AL,2019-10-01,FALSE,8672,8374,298,3.4
CN0100500000000,01,005,Barbour County,AL,2019-11-01,FALSE,8600,8323,277,3.2
CN0100500000000,01,005,Barbour County,AL,2019-12-01,FALSE,8624,8349,275,3.2
CN0100500000000,01,005,Barbour County,AL,2020-01-01,FALSE,8509,8186,323,3.8
CN0100500000000,01,005,Barbour County,AL,2020-02-01,FALSE,8532,8234,298,3.5
CN0100500000000,01,005,Barbour County,AL,2020-03-01,TRUE,8434,8085,349,4.1
CN0100700000000,01,007,Bibb County,AL,2019-02-01,FALSE,8702,8358,344,4
CN0100700000000,01,007,Bibb County,AL,2019-03-01,FALSE,8694,8384,310,3.6
CN0100700000000,01,007,Bibb County,AL,2019-04-01,FALSE,8650,8403,247,2.9
CN0100700000000,01,007,Bibb County,AL,2019-05-01,FALSE,8605,8391,214,2.5
CN0100700000000,01,007,Bibb County,AL,2019-06-01,FALSE,8690,8401,289,3.3
CN0100700000000,01,007,Bibb County,AL,2019-07-01,FALSE,8713,8444,269,3.1
CN0100700000000,01,007,Bibb County,AL,2019-08-01,FALSE,8670,8403,267,3.1
CN0100700000000,01,007,Bibb County,AL,2019-09-01,FALSE,8655,8430,225,2.6
CN0100700000000,01,007,Bibb County,AL,2019-10-01,FALSE,8722,8501,221,2.5
CN0100700000000,01,007,Bibb County,AL,2019-11-01,FALSE,8720,8510,210,2.4
CN0100700000000,01,007,Bibb County,AL,2019-12-01,FALSE,8752,8534,218,2.5
CN0100700000000,01,007,Bibb County,AL,2020-01-01,FALSE,8629,8342,287,3.3
CN0100700000000,01,007,Bibb County,AL,2020-02-01,FALSE,8628,8374,254,2.9
CN0100700000000,01,007,Bibb County,AL,2020-03-01,TRUE,8524,8228,296,3.5
CN0100900000000,01,009,Blount County,AL,2019-02-01,FALSE,25302,24432,870,3.4
CN0100900000000,01,009,Blount County,AL,2019-03-01,FALSE,25331,24538,793,3.1
CN0100900000000,01,009,Blount County,AL,2019-04-01,FALSE,25198,24614,584,2.3
CN0100900000000,01,009,Blount County,AL,2019-05-01,FALSE,25136,24589,547,2.2
CN0100900000000,01,009,Blount County,AL,2019-06-01,FALSE,25384,24655,729,2.9
CN0100900000000,01,009,Blount County,AL,2019-07-01,FALSE,25535,24859,676,2.6
CN0100900000000,01,009,Blount County,AL,2019-08-01,FALSE,25309,24641,668,2.6
CN0100900000000,01,009,Blount County,AL,2019-09-01,FALSE,25351,24763,588,2.3
CN0100900000000,01,009,Blount County,AL,2019-10-01,FALSE,25460,24890,570,2.2
CN0100900000000,01,009,Blount County,AL,2019-11-01,FALSE,25411,24851,560,2.2
CN0100900000000,01,009,Blount County,AL,2019-12-01,FALSE,25508,24930,578,2.3
CN0100900000000,01,009,Blount County,AL,2020-01-01,FALSE,25098,24352,746,3
CN0100900000000,01,009,Blount County,AL,2020-02-01,FALSE,25179,24544,635,2.5
CN0100900000000,01,009,Blount County,AL,2020-03-01,TRUE,24820,24068,752,3
CN0101100000000,01,011,Bullock County,AL,2019-02-01,FALSE,4830,4631,199,4.1
CN0101100000000,01,011,Bullock County,AL,2019-03-01,FALSE,4800,4628,172,3.6
CN0101100000000,01,011,Bullock County,AL,2019-04-01,FALSE,4816,4678,138,2.9
CN0101100000000,01,011,Bullock County,AL,2019-05-01,FALSE,4748,4622,126,2.7
CN0101100000000,01,011,Bullock County,AL,2019-06-01,FALSE,4830,4663,167,3.5
CN0101100000000,01,011,Bullock County,AL,2019-07-01,FALSE,4926,4733,193,3.9
CN0101100000000,01,011,Bullock County,AL,2019-08-01,FALSE,4836,4653,183,3.8
CN0101100000000,01,011,Bullock County,AL,2019-09-01,FALSE,4951,4783,168,3.4
CN0101100000000,01,011,Bullock County,AL,2019-10-01,FALSE,4850,4674,176,3.6
CN0101100000000,01,011,Bullock County,AL,2019-11-01,FALSE,4759,4592,167,3.5
CN0101100000000,01,011,Bullock County,AL,2019-12-01,FALSE,4757,4588,169,3.6
CN0101100000000,01,011,Bullock County,AL,2020-01-01,FALSE,4674,4480,194,4.2
CN0101100000000,01,011,Bullock County,AL,2020-02-01,FALSE,4784,4629,155,3.2
CN0101100000000,01,011,Bullock County,AL,2020-03-01,TRUE,4636,4462,174,3.8
CN0101300000000,01,013,Butler County,AL,2019-02-01,FALSE,9160,8763,397,4.3
CN0101300000000,01,013,Butler County,AL,2019-03-01,FALSE,9190,8826,364,4
CN0101300000000,01,013,Butler County,AL,2019-04-01,FALSE,9280,8983,297,3.2
CN0101300000000,01,013,Butler County,AL,2019-05-01,FALSE,9403,9143,260,2.8
CN0101300000000,01,013,Butler County,AL,2019-06-01,FALSE,9321,8986,335,3.6
CN0101300000000,01,013,Butler County,AL,2019-07-01,FALSE,9319,8954,365,3.9
CN0101300000000,01,013,Butler County,AL,2019-08-01,FALSE,9324,8955,369,4
CN0101300000000,01,013,Butler County,AL,2019-09-01,FALSE,9297,8999,298,3.2
CN0101300000000,01,013,Butler County,AL,2019-10-01,FALSE,9258,8957,301,3.3
CN0101300000000,01,013,Butler County,AL,2019-11-01,FALSE,9244,8945,299,3.2
CN0101300000000,01,013,Butler County,AL,2019-12-01,FALSE,9225,8906,319,3.5
CN0101300000000,01,013,Butler County,AL,2020-01-01,FALSE,9155,8772,383,4.2
CN0101300000000,01,013,Butler County,AL,2020-02-01,FALSE,9251,8871,380,4.1
CN0101300000000,01,013,Butler County,AL,2020-03-01,TRUE,9148,8743,405,4.4
CN0101500000000,01,015,Calhoun County,AL,2019-02-01,FALSE,46263,44179,2084,4.5
CN0101500000000,01,015,Calhoun County,AL,2019-03-01,FALSE,46300,44442,1858,4
CN0101500000000,01,015,Calhoun County,AL,2019-04-01,FALSE,45910,44474,1436,3.1
CN0101500000000,01,015,Calhoun County,AL,2019-05-01,FALSE,46092,44729,1363,3
CN0101500000000,01,015,Calhoun County,AL,2019-06-01,FALSE,46355,44571,1784,3.8
CN0101500000000,01,015,Calhoun County,AL,2019-07-01,FALSE,46131,44470,1661,3.6
CN0101500000000,01,015,Calhoun County,AL,2019-08-01,FALSE,46104,44535,1569,3.4
CN0101500000000,01,015,Calhoun County,AL,2019-09-01,FALSE,45820,44455,1365,3
CN0101500000000,01,015,Calhoun County,AL,2019-10-01,FALSE,46508,45127,1381,3
CN0101500000000,01,015,Calhoun County,AL,2019-11-01,FALSE,46408,45076,1332,2.9
CN0101500000000,01,015,Calhoun County,AL,2019-12-01,FALSE,46320,44930,1390,3
CN0101500000000,01,015,Calhoun County,AL,2020-01-01,FALSE,46059,44315,1744,3.8
CN0101500000000,01,015,Calhoun County,AL,2020-02-01,FALSE,45942,44376,1566,3.4
CN0101500000000,01,015,Calhoun County,AL,2020-03-01,TRUE,45447,43661,1786,3.9
CN0101700000000,01,017,Chambers County,AL,2019-02-01,FALSE,15694,15120,574,3.7
CN0101700000000,01,017,Chambers County,AL,2019-03-01,FALSE,15763,15226,537,3.4
CN0101700000000,01,017,Chambers County,AL,2019-04-01,FALSE,15675,15267,408,2.6
CN0101700000000,01,017,Chambers County,AL,2019-05-01,FALSE,15612,15243,369,2.4
CN0101700000000,01,017,Chambers County,AL,2019-06-01,FALSE,15694,15204,490,3.1
CN0101700000000,01,017,Chambers County,AL,2019-07-01,FALSE,15789,15266,523,3.3
CN0101700000000,01,017,Chambers County,AL,2019-08-01,FALSE,15778,15320,458,2.9
CN0101700000000,01,017,Chambers County,AL,2019-09-01,FALSE,15763,15369,394,2.5
CN0101700000000,01,017,Chambers County,AL,2019-10-01,FALSE,15874,15477,397,2.5
CN0101700000000,01,017,Chambers County,AL,2019-11-01,FALSE,15873,15492,381,2.4
CN0101700000000,01,017,Chambers County,AL,2019-12-01,FALSE,15830,15449,381,2.4
CN0101700000000,01,017,Chambers County,AL,2020-01-01,FALSE,15698,15187,511,3.3
CN0101700000000,01,017,Chambers County,AL,2020-02-01,FALSE,15709,15264,445,2.8
CN0101700000000,01,017,Chambers County,AL,2020-03-01,TRUE,15521,15001,520,3.4
CN0101900000000,01,019,Cherokee County,AL,2019-02-01,FALSE,11728,11243,485,4.1
CN0101900000000,01,019,Cherokee County,AL,2019-03-01,FALSE,11733,11345,388,3.3
CN0101900000000,01,019,Cherokee County,AL,2019-04-01,FALSE,11585,11297,288,2.5
CN0101900000000,01,019,Cherokee County,AL,2019-05-01,FALSE,11644,11363,281,2.4
CN0101900000000,01,019,Cherokee County,AL,2019-06-01,FALSE,11795,11428,367,3.1
CN0101900000000,01,019,Cherokee County,AL,2019-07-01,FALSE,11633,11291,342,2.9
CN0101900000000,01,019,Cherokee County,AL,2019-08-01,FALSE,11589,11264,325,2.8
CN0101900000000,01,019,Cherokee County,AL,2019-09-01,FALSE,11472,11194,278,2.4
CN0101900000000,01,019,Cherokee County,AL,2019-10-01,FALSE,11527,11251,276,2.4
CN0101900000000,01,019,Cherokee County,AL,2019-11-01,FALSE,11487,11218,269,2.3
CN0101900000000,01,019,Cherokee County,AL,2019-12-01,FALSE,11486,11201,285,2.5
CN0101900000000,01,019,Cherokee County,AL,2020-01-01,FALSE,11373,10991,382,3.4
CN0101900000000,01,019,Cherokee County,AL,2020-02-01,FALSE,11394,11072,322,2.8
CN0101900000000,01,019,Cherokee County,AL,2020-03-01,TRUE,11298,10930,368,3.3
CN0102100000000,01,021,Chilton County,AL,2019-02-01,FALSE,19832,19137,695,3.5
CN0102100000000,01,021,Chilton County,AL,2019-03-01,FALSE,19813,19194,619,3.1
CN0102100000000,01,021,Chilton County,AL,2019-04-01,FALSE,19715,19249,466,2.4
CN0102100000000,01,021,Chilton County,AL,2019-05-01,FALSE,19603,19175,428,2.2
CN0102100000000,01,021,Chilton County,AL,2019-06-01,FALSE,19808,19241,567,2.9
CN0102100000000,01,021,Chilton County,AL,2019-07-01,FALSE,19978,19425,553,2.8
CN0102100000000,01,021,Chilton County,AL,2019-08-01,FALSE,19786,19257,529,2.7
CN0102100000000,01,021,Chilton County,AL,2019-09-01,FALSE,19885,19418,467,2.3
CN0102100000000,01,021,Chilton County,AL,2019-10-01,FALSE,19946,19481,465,2.3
CN0102100000000,01,021,Chilton County,AL,2019-11-01,FALSE,19898,19447,451,2.3
CN0102100000000,01,021,Chilton County,AL,2019-12-01,FALSE,19958,19498,460,2.3
CN0102100000000,01,021,Chilton County,AL,2020-01-01,FALSE,19591,19032,559,2.9
CN0102100000000,01,021,Chilton County,AL,2020-02-01,FALSE,19691,19212,479,2.4
CN0102100000000,01,021,Chilton County,AL,2020-03-01,TRUE,19380,18807,573,3
CN0102300000000,01,023,Choctaw County,AL,2019-02-01,FALSE,4911,4635,276,5.6
CN0102300000000,01,023,Choctaw County,AL,2019-03-01,FALSE,4905,4668,237,4.8
CN0102300000000,01,023,Choctaw County,AL,2019-04-01,FALSE,4774,4587,187,3.9
CN0102300000000,01,023,Choctaw County,AL,2019-05-01,FALSE,4589,4420,169,3.7
CN0102300000000,01,023,Choctaw County,AL,2019-06-01,FALSE,4607,4370,237,5.1
CN0102300000000,01,023,Choctaw County,AL,2019-07-01,FALSE,4559,4320,239,5.2
CN0102300000000,01,023,Choctaw County,AL,2019-08-01,FALSE,4486,4274,212,4.7
CN0102300000000,01,023,Choctaw County,AL,2019-09-01,FALSE,4547,4349,198,4.4
CN0102300000000,01,023,Choctaw County,AL,2019-10-01,FALSE,4567,4372,195,4.3
CN0102300000000,01,023,Choctaw County,AL,2019-11-01,FALSE,4525,4343,182,4
CN0102300000000,01,023,Choctaw County,AL,2019-12-01,FALSE,4603,4407,196,4.3
CN0102300000000,01,023,Choctaw County,AL,2020-01-01,FALSE,4511,4269,242,5.4
CN0102300000000,01,023,Choctaw County,AL,2020-02-01,FALSE,4532,4308,224,4.9
CN0102300000000,01,023,Choctaw County,AL,2020-03-01,TRUE,4491,4243,248,5.5
CN0102500000000,01,025,Clarke County,AL,2019-02-01,FALSE,7720,7152,568,7.4
CN0102500000000,01,025,Clarke County,AL,2019-03-01,FALSE,7640,7183,457,6
CN0102500000000,01,025,Clarke County,AL,2019-04-01,FALSE,7564,7207,357,4.7
CN0102500000000,01,025,Clarke County,AL,2019-05-01,FALSE,7544,7205,339,4.5
CN0102500000000,01,025,Clarke County,AL,2019-06-01,FALSE,7661,7192,469,6.1
CN0102500000000,01,025,Clarke County,AL,2019-07-01,FALSE,7547,7059,488,6.5
CN0102500000000,01,025,Clarke County,AL,2019-08-01,FALSE,7485,7021,464,6.2
CN0102500000000,01,025,Clarke County,AL,2019-09-01,FALSE,7456,7063,393,5.3
CN0102500000000,01,025,Clarke County,AL,2019-10-01,FALSE,7456,7089,367,4.9
CN0102500000000,01,025,Clarke County,AL,2019-11-01,FALSE,7409,7058,351,4.7
CN0102500000000,01,025,Clarke County,AL,2019-12-01,FALSE,7496,7089,407,5.4
CN0102500000000,01,025,Clarke County,AL,2020-01-01,FALSE,7406,6947,459,6.2
CN0102500000000,01,025,Clarke County,AL,2020-02-01,FALSE,7389,6975,414,5.6
CN0102500000000,01,025,Clarke County,AL,2020-03-01,TRUE,7363,6870,493,6.7
CN0102700000000,01,027,Clay County,AL,2019-02-01,FALSE,6128,5889,239,3.9
CN0102700000000,01,027,Clay County,AL,2019-03-01,FALSE,6112,5906,206,3.4
CN0102700000000,01,027,Clay County,AL,2019-04-01,FALSE,6070,5912,158,2.6
CN0102700000000,01,027,Clay County,AL,2019-05-01,FALSE,6019,5869,150,2.5
CN0102700000000,01,027,Clay County,AL,2019-06-01,FALSE,6075,5873,202,3.3
CN0102700000000,01,027,Clay County,AL,2019-07-01,FALSE,6097,5896,201,3.3
CN0102700000000,01,027,Clay County,AL,2019-08-01,FALSE,6094,5917,177,2.9
CN0102700000000,01,027,Clay County,AL,2019-09-01,FALSE,6154,6008,146,2.4
CN0102700000000,01,027,Clay County,AL,2019-10-01,FALSE,6147,6001,146,2.4
CN0102700000000,01,027,Clay County,AL,2019-11-01,FALSE,6110,5962,148,2.4
CN0102700000000,01,027,Clay County,AL,2019-12-01,FALSE,6105,5942,163,2.7
CN0102700000000,01,027,Clay County,AL,2020-01-01,FALSE,6065,5867,198,3.3
CN0102700000000,01,027,Clay County,AL,2020-02-01,FALSE,6086,5924,162,2.7
CN0102700000000,01,027,Clay County,AL,2020-03-01,TRUE,5990,5793,197,3.3
CN0102900000000,01,029,Cleburne County,AL,2019-02-01,FALSE,5850,5607,243,4.2
CN0102900000000,01,029,Cleburne County,AL,2019-03-01,FALSE,5818,5597,221,3.8
CN0102900000000,01,029,Cleburne County,AL,2019-04-01,FALSE,5783,5611,172,3
CN0102900000000,01,029,Cleburne County,AL,2019-05-01,FALSE,5757,5608,149,2.6
CN0102900000000,01,029,Cleburne County,AL,2019-06-01,FALSE,5823,5633,190,3.3
CN0102900000000,01,029,Cleburne County,AL,2019-07-01,FALSE,5860,5684,176,3
CN0102900000000,01,029,Cleburne County,AL,2019-08-01,FALSE,5777,5612,165,2.9
CN0102900000000,01,029,Cleburne County,AL,2019-09-01,FALSE,5811,5667,144,2.5
CN0102900000000,01,029,Cleburne County,AL,2019-10-01,FALSE,5792,5648,144,2.5
CN0102900000000,01,029,Cleburne County,AL,2019-11-01,FALSE,5757,5615,142,2.5
CN0102900000000,01,029,Cleburne County,AL,2019-12-01,FALSE,5821,5664,157,2.7
CN0102900000000,01,029,Cleburne County,AL,2020-01-01,FALSE,5682,5490,192,3.4
CN0102900000000,01,029,Cleburne County,AL,2020-02-01,FALSE,5716,5549,167,2.9
CN0102900000000,01,029,Cleburne County,AL,2020-03-01,TRUE,5623,5414,209,3.7
CN0103100000000,01,031,Coffee County,AL,2019-02-01,FALSE,21597,20768,829,3.8
CN0103100000000,01,031,Coffee County,AL,2019-03-01,FALSE,21534,20804,730,3.4
CN0103100000000,01,031,Coffee County,AL,2019-04-01,FALSE,21451,20888,563,2.6
CN0103100000000,01,031,Coffee County,AL,2019-05-01,FALSE,21433,20923,510,2.4
CN0103100000000,01,031,Coffee County,AL,2019-06-01,FALSE,21625,20957,668,3.1
CN0103100000000,01,031,Coffee County,AL,2019-07-01,FALSE,21455,20853,602,2.8
CN0103100000000,01,031,Coffee County,AL,2019-08-01,FALSE,21369,20771,598,2.8
CN0103100000000,01,031,Coffee County,AL,2019-09-01,FALSE,21386,20849,537,2.5
CN0103100000000,01,031,Coffee County,AL,2019-10-01,FALSE,21263,20739,524,2.5
CN0103100000000,01,031,Coffee County,AL,2019-11-01,FALSE,21161,20663,498,2.4
CN0103100000000,01,031,Coffee County,AL,2019-12-01,FALSE,21198,20692,506,2.4
CN0103100000000,01,031,Coffee County,AL,2020-01-01,FALSE,21004,20349,655,3.1
CN0103100000000,01,031,Coffee County,AL,2020-02-01,FALSE,21190,20631,559,2.6
CN0103100000000,01,031,Coffee County,AL,2020-03-01,TRUE,20887,20216,671,3.2
CN0103300000000,01,033,Colbert County,AL,2019-02-01,FALSE,23715,22538,1177,5
CN0103300000000,01,033,Colbert County,AL,2019-03-01,FALSE,23709,22724,985,4.2
CN0103300000000,01,033,Colbert County,AL,2019-04-01,FALSE,23684,22915,769,3.2
CN0103300000000,01,033,Colbert County,AL,2019-05-01,FALSE,23572,22847,725,3.1
CN0103300000000,01,033,Colbert County,AL,2019-06-01,FALSE,23550,22586,964,4.1
CN0103300000000,01,033,Colbert County,AL,2019-07-01,FALSE,23692,22713,979,4.1
CN0103300000000,01,033,Colbert County,AL,2019-08-01,FALSE,23564,22700,864,3.7
CN0103300000000,01,033,Colbert County,AL,2019-09-01,FALSE,23668,22913,755,3.2
CN0103300000000,01,033,Colbert County,AL,2019-10-01,FALSE,23759,23045,714,3
CN0103300000000,01,033,Colbert County,AL,2019-11-01,FALSE,23719,23015,704,3
CN0103300000000,01,033,Colbert County,AL,2019-12-01,FALSE,23527,22739,788,3.3
CN0103300000000,01,033,Colbert County,AL,2020-01-01,FALSE,23275,22298,977,4.2
CN0103300000000,01,033,Colbert County,AL,2020-02-01,FALSE,23541,22664,877,3.7
CN0103300000000,01,033,Colbert County,AL,2020-03-01,TRUE,23231,22297,934,4
CN0103500000000,01,035,Conecuh County,AL,2019-02-01,FALSE,4553,4322,231,5.1
CN0103500000000,01,035,Conecuh County,AL,2019-03-01,FALSE,4544,4337,207,4.6
CN0103500000000,01,035,Conecuh County,AL,2019-04-01,FALSE,4543,4375,168,3.7
CN0103500000000,01,035,Conecuh County,AL,2019-05-01,FALSE,4501,4361,140,3.1
CN0103500000000,01,035,Conecuh County,AL,2019-06-01,FALSE,4562,4372,190,4.2
CN0103500000000,01,035,Conecuh County,AL,2019-07-01,FALSE,4622,4435,187,4
CN0103500000000,01,035,Conecuh County,AL,2019-08-01,FALSE,4556,4379,177,3.9
CN0103500000000,01,035,Conecuh County,AL,2019-09-01,FALSE,4548,4389,159,3.5
CN0103500000000,01,035,Conecuh County,AL,2019-10-01,FALSE,4510,4353,157,3.5
CN0103500000000,01,035,Conecuh County,AL,2019-11-01,FALSE,4462,4316,146,3.3
CN0103500000000,01,035,Conecuh County,AL,2019-12-01,FALSE,4483,4329,154,3.4
CN0103500000000,01,035,Conecuh County,AL,2020-01-01,FALSE,4440,4248,192,4.3
CN0103500000000,01,035,Conecuh County,AL,2020-02-01,FALSE,4469,4299,170,3.8
CN0103500000000,01,035,Conecuh County,AL,2020-03-01,TRUE,4413,4223,190,4.3
CN0103700000000,01,037,Coosa County,AL,2019-02-01,FALSE,4527,4356,171,3.8
CN0103700000000,01,037,Coosa County,AL,2019-03-01,FALSE,4554,4396,158,3.5
CN0103700000000,01,037,Coosa County,AL,2019-04-01,FALSE,4532,4411,121,2.7
CN0103700000000,01,037,Coosa County,AL,2019-05-01,FALSE,4543,4435,108,2.4
CN0103700000000,01,037,Coosa County,AL,2019-06-01,FALSE,4598,4447,151,3.3
CN0103700000000,01,037,Coosa County,AL,2019-07-01,FALSE,4589,4443,146,3.2
CN0103700000000,01,037,Coosa County,AL,2019-08-01,FALSE,4576,4441,135,3
CN0103700000000,01,037,Coosa County,AL,2019-09-01,FALSE,4562,4449,113,2.5
CN0103700000000,01,037,Coosa County,AL,2019-10-01,FALSE,4544,4435,109,2.4
CN0103700000000,01,037,Coosa County,AL,2019-11-01,FALSE,4516,4412,104,2.3
CN0103700000000,01,037,Coosa County,AL,2019-12-01,FALSE,4525,4416,109,2.4
CN0103700000000,01,037,Coosa County,AL,2020-01-01,FALSE,4452,4297,155,3.5
CN0103700000000,01,037,Coosa County,AL,2020-02-01,FALSE,4469,4339,130,2.9
CN0103700000000,01,037,Coosa County,AL,2020-03-01,TRUE,4430,4277,153,3.5
CN0103900000000,01,039,Covington County,AL,2019-02-01,FALSE,15706,15016,690,4.4
CN0103900000000,01,039,Covington County,AL,2019-03-01,FALSE,15731,15112,619,3.9
CN0103900000000,01,039,Covington County,AL,2019-04-01,FALSE,15668,15144,524,3.3
CN0103900000000,01,039,Covington County,AL,2019-05-01,FALSE,15522,15100,422,2.7
CN0103900000000,01,039,Covington County,AL,2019-06-01,FALSE,15705,15144,561,3.6
CN0103900000000,01,039,Covington County,AL,2019-07-01,FALSE,15778,15235,543,3.4
CN0103900000000,01,039,Covington County,AL,2019-08-01,FALSE,15594,15053,541,3.5
CN0103900000000,01,039,Covington County,AL,2019-09-01,FALSE,15799,15353,446,2.8
CN0103900000000,01,039,Covington County,AL,2019-10-01,FALSE,15659,15230,429,2.7
CN0103900000000,01,039,Covington County,AL,2019-11-01,FALSE,15528,15115,413,2.7
CN0103900000000,01,039,Covington County,AL,2019-12-01,FALSE,15532,15073,459,3
CN0103900000000,01,039,Covington County,AL,2020-01-01,FALSE,15313,14758,555,3.6
CN0103900000000,01,039,Covington County,AL,2020-02-01,FALSE,15489,14993,496,3.2
CN0103900000000,01,039,Covington County,AL,2020-03-01,TRUE,15269,14698,571,3.7
CN0104100000000,01,041,Crenshaw County,AL,2019-02-01,FALSE,6525,6270,255,3.9
CN0104100000000,01,041,Crenshaw County,AL,2019-03-01,FALSE,6490,6264,226,3.5
CN0104100000000,01,041,Crenshaw County,AL,2019-04-01,FALSE,6528,6365,163,2.5
CN0104100000000,01,041,Crenshaw County,AL,2019-05-01,FALSE,6492,6358,134,2.1
CN0104100000000,01,041,Crenshaw County,AL,2019-06-01,FALSE,6524,6339,185,2.8
CN0104100000000,01,041,Crenshaw County,AL,2019-07-01,FALSE,6597,6398,199,3
CN0104100000000,01,041,Crenshaw County,AL,2019-08-01,FALSE,6399,6226,173,2.7
CN0104100000000,01,041,Crenshaw County,AL,2019-09-01,FALSE,6597,6449,148,2.2
CN0104100000000,01,041,Crenshaw County,AL,2019-10-01,FALSE,6482,6341,141,2.2
CN0104100000000,01,041,Crenshaw County,AL,2019-11-01,FALSE,6388,6240,148,2.3
CN0104100000000,01,041,Crenshaw County,AL,2019-12-01,FALSE,6350,6201,149,2.3
CN0104100000000,01,041,Crenshaw County,AL,2020-01-01,FALSE,6257,6040,217,3.5
CN0104100000000,01,041,Crenshaw County,AL,2020-02-01,FALSE,6410,6226,184,2.9
CN0104100000000,01,041,Crenshaw County,AL,2020-03-01,TRUE,6268,6057,211,3.4
CN0104300000000,01,043,Cullman County,AL,2019-02-01,FALSE,38678,37452,1226,3.2
CN0104300000000,01,043,Cullman County,AL,2019-03-01,FALSE,38907,37714,1193,3.1
CN0104300000000,01,043,Cullman County,AL,2019-04-01,FALSE,38613,37710,903,2.3
CN0104300000000,01,043,Cullman County,AL,2019-05-01,FALSE,38507,37672,835,2.2
CN0104300000000,01,043,Cullman County,AL,2019-06-01,FALSE,38692,37576,1116,2.9
CN0104300000000,01,043,Cullman County,AL,2019-07-01,FALSE,38527,37511,1016,2.6
CN0104300000000,01,043,Cullman County,AL,2019-08-01,FALSE,38204,37201,1003,2.6
CN0104300000000,01,043,Cullman County,AL,2019-09-01,FALSE,38902,38037,865,2.2
CN0104300000000,01,043,Cullman County,AL,2019-10-01,FALSE,38849,38013,836,2.2
CN0104300000000,01,043,Cullman County,AL,2019-11-01,FALSE,38779,37959,820,2.1
CN0104300000000,01,043,Cullman County,AL,2019-12-01,FALSE,38760,37929,831,2.1
CN0104300000000,01,043,Cullman County,AL,2020-01-01,FALSE,38433,37341,1092,2.8
CN0104300000000,01,043,Cullman County,AL,2020-02-01,FALSE,38597,37624,973,2.5
CN0104300000000,01,043,Cullman County,AL,2020-03-01,TRUE,38167,37065,1102,2.9
