state.fips,county.fips,state,state.abbr,county
48,369,Texas,TX,Parmer County
48,371,Texas,TX,Pecos County
48,373,Texas,TX,Polk County
48,375,Texas,TX,Potter County
48,377,Texas,TX,Presidio County
48,379,Texas,TX,Rains County
48,381,Texas,TX,Randall County
48,383,Texas,TX,Reagan County
48,385,Texas,TX,Real County
48,387,Texas,TX,Red River County
48,389,Texas,TX,Reeves County
48,391,Texas,TX,Refugio County
48,393,Texas,TX,Roberts County
48,395,Texas,TX,Robertson County
48,397,Texas,TX,Rockwall County
48,399,Texas,TX,Runnels County
48,401,Texas,TX,Rusk County
48,403,Texas,TX,Sabine County
48,405,Texas,TX,San Augustine County
48,407,Texas,TX,San Jacinto County
48,409,Texas,TX,San Patricio County
48,411,Texas,TX,San Saba County
48,413,Texas,TX,Schleicher County
48,415,Texas,TX,Scurry County
48,417,Texas,TX,Shackelford County
48,419,Texas,TX,Shelby County
48,421,Texas,TX,Sherman County
48,423,Texas,TX,Smith County
48,425,Texas,TX,Somervell County
48,427,Texas,TX,Starr County
48,429,Texas,TX,Stephens County
48,431,Texas,TX,Sterling County
48,433,Texas,TX,Stonewall County
48,435,Texas,TX,Sutton County
48,437,Texas,TX,Swisher County
48,439,Texas,TX,Tarrant County
48,441,Texas,TX,Taylor County
48,443,Texas,TX,Terrell County
48,445,Texas,TX,Terry County
48,447,Texas,TX,Throckmorton County
48,449,Texas,TX,Titus County
48,451,Texas,TX,Tom Green County
48,453,Texas,TX,Travis County
48,455,Texas,TX,Trinity County
48,457,Texas,TX,Tyler County
48,459,Texas,TX,Upshur County
48,461,Texas,TX,Upton County
48,463,Texas,TX,Uvalde County
48,465,Texas,TX,Val Verde County
48,467,Texas,TX,Van Zandt County
48,469,Texas,TX,Victoria County
48,471,Texas,TX,Walker County
48,473,Texas,TX,Waller County
48,475,Texas,TX,Ward County
48,477,Texas,TX,Washington County
48,479,Texas,TX,Webb County
48,481,Texas,TX,Wharton County
48,483,Texas,TX,Wheeler County
48,485,Texas,TX,Wichita County
48,487,Texas,TX,Wilbarger County
48,489,Texas,TX,Willacy County
48,491,Texas,TX,Williamson County
48,493,Texas,TX,Wilson County
48,495,Texas,TX,Winkler County
48,497,Texas,TX,Wise County
48,499,Texas,TX,Wood County
48,501,Texas,TX,Yoakum County
48,503,Texas,TX,Young County
48,505,Texas,TX,Zapata County
48,507,Texas,TX,Zavala County
49,001,Utah,UT,Beaver County
49,003,Utah,UT,Box Elder County
49,005,Utah,UT,Cache County
49,007,Utah,UT,Carbon County
49,009,Utah,UT,Daggett County
49,011,Utah,UT,Davis County
49,013,Utah,UT,Duchesne County
49,015,Utah,UT,Emery County
49,017,Utah,UT,Garfield County
49,019,Utah,UT,Grand County
49,021,Utah,UT,Iron County
49,023,Utah,UT,Juab County
49,025,Utah,UT,Kane County
49,027,Utah,UT,Millard County
49,029,Utah,UT,Morgan County
49,031,Utah,UT,Piute County
49,033,Utah,UT,Rich County
49,035,Utah,UT,Salt Lake County
49,037,Utah,UT,San Juan County
49,039,Utah,UT,Sanpete County
49,041,Utah,UT,Sevier County
49,043,Utah,UT,Summit County
49,045,Utah,UT,Tooele County
49,047,Utah,UT,Uintah County
49,049,Utah,UT,Utah County
49,051,Utah,UT,Wasatch County
49,053,Utah,UT,Washington County
49,055,Utah,UT,Wayne County
49,057,Utah,UT,Weber County
50,001,Vermont,VT,Addison County
50,003,Vermont,VT,Bennington County
50,005,Vermont,VT,Caledonia County
50,007,Vermont,VT,Chittenden County
50,009,Vermont,VT,Essex County
50,011,Vermont,VT,Franklin County
50,013,Vermont,VT,Grand Isle County
50,015,Vermont,VT,Lamoille County
50,017,Vermont,VT,Orange County
50,019,Vermont,VT,Orleans County
50,021,Vermont,VT,Rutland County
50,023,Vermont,VT,Washington County
50,025,Vermont,VT,Windham County
50,027,Vermont,VT,Windsor County
51,001,Virginia,VA,Accomack County
51,003,Virginia,VA,Albemarle County
51,005,Virginia,VA,Alleghany County
51,007,Virginia,VA,Amelia County
51,009,Virginia,VA,Amherst County
51,011,Virginia,VA,Appomattox County
51,013,Virginia,VA,Arlington County
51,015,Virginia,VA,Augusta County
51,017,Virginia,VA,Bath County
51,019,Virginia,VA,Bedford County
51,021,Virginia,VA,Bland County
51,023,Virginia,VA,Botetourt County
51,025,Virginia,VA,Brunswick County
51,027,Virginia,VA,Buchanan County
51,029,Virginia,VA,Buckingham County
51,031,Virginia,VA,Campbell County
51,033,Virginia,VA,Caroline County
51,035,Virginia,VA,Carroll County
51,036,Virginia,VA,Charles City County
51,037,Virginia,VA,Charlotte County
51,041,Virginia,VA,Chesterfield County
51,043,Virginia,VA,Clarke County
51,045,Virginia,VA,Craig County
51,047,Virginia,VA,Culpeper County
51,049,Virginia,VA,Cumberland County
51,051,Virginia,VA,Dickenson County
51,053,Virginia,VA,Dinwiddie County
51,057,Virginia,VA,Essex County
51,059,Virginia,VA,Fairfax County
51,061,Virginia,VA,Fauquier County
51,063,Virginia,VA,Floyd County
51,065,Virginia,VA,Fluvanna County
51,067,Virginia,VA,Franklin County
51,069,Virginia,VA,Frederick County
51,071,Virginia,VA,Giles County
51,073,Virginia,VA,Gloucester County
51,075,Virginia,VA,Goochland County
51,077,Virginia,VA,Grayson County
51,079,Virginia,VA,Greene County
51,081,Virginia,VA,Greensville County
51,083,Virginia,VA,Halifax County
51,085,Virginia,VA,Hanover County
51,087,Virginia,VA,Henrico County
51,089,Virginia,VA,Henry County
51,091,Virginia,VA,Highland County
51,093,Virginia,VA,Isle of Wight County
51,095,Virginia,VA,James City County
51,097,Virginia,VA,King and Queen County
51,099,Virginia,VA,King George County
51,101,Virginia,VA,King William County
51,103,Virginia,VA,Lancaster County
51,105,Virginia,VA,Lee County
51,107,Virginia,VA,Loudoun County
51,109,Virginia,VA,Louisa County
51,111,Virginia,VA,Lunenburg County
51,113,Virginia,VA,Madison County
51,115,Virginia,VA,Mathews County
51,117,Virginia,VA,Mecklenburg County
51,119,Virginia,VA,Middlesex County
51,121,Virginia,VA,Montgomery County
51,125,Virginia,VA,Nelson County
51,127,Virginia,VA,New Kent County
51,131,Virginia,VA,Northampton County
51,133,Virginia,VA,Northumberland County
51,135,Virginia,VA,Nottoway County
51,137,Virginia,VA,Orange County
51,139,Virginia,VA,Page County
51,141,Virginia,VA,Patrick County
51,143,Virginia,VA,Pittsylvania County
51,145,Virginia,VA,Powhatan County
51,147,Virginia,VA,Prince Edward County
51,149,Virginia,VA,Prince George County
51,153,Virginia,VA,Prince William County
51,155,Virginia,VA,Pulaski County
51,157,Virginia,VA,Rappahannock County
51,159,Virginia,VA,Richmond County
51,161,Virginia,VA,Roanoke County
51,163,Virginia,VA,Rockbridge County
51,165,Virginia,VA,Rockingham County
51,167,Virginia,VA,Russell County
51,169,Virginia,VA,Scott County
51,171,Virginia,VA,Shenandoah County
51,173,Virginia,VA,Smyth County
51,175,Virginia,VA,Southampton County
51,177,Virginia,VA,Spotsylvania County
51,179,Virginia,VA,Stafford County
51,181,Virginia,VA,Surry County
51,183,Virginia,VA,Sussex County
51,185,Virginia,VA,Tazewell County
51,187,Virginia,VA,Warren County
51,191,Virginia,VA,Washington County
51,193,Virginia,VA,Westmoreland County
51,195,Virginia,VA,Wise County
51,197,Virginia,VA,Wythe County
51,199,Virginia,VA,York County
51,510,Virginia,VA,Alexandria city
51,515,Virginia,VA,Bedford city
51,520,Virginia,VA,Bristol city
51,530,Virginia,VA,Buena Vista city
51,540,Virginia,VA,Charlottesville city
51,550,Virginia,VA,Chesapeake city
51,570,Virginia,VA,Colonial Heights city
51,580,Virginia,VA,Covington city
51,590,Virginia,VA,Danville city
51,595,Virginia,VA,Emporia city
51,600,Virginia,VA,Fairfax city
51,610,Virginia,VA,Falls Church city
51,620,Virginia,VA,Franklin city
51,630,Virginia,VA,Fredericksburg city
51,640,Virginia,VA,Galax city
51,650,Virginia,VA,Hampton city
51,660,Virginia,VA,Harrisonburg city
51,670,Virginia,VA,Hopewell city
51,678,Virginia,VA,Lexington city
51,680,Virginia,VA,Lynchburg city
51,683,Virginia,VA,Manassas city
51,685,Virginia,VA,Manassas Park city
51,690,Virginia,VA,Martinsville city
51,700,Virginia,VA,Newport News city
51,710,Virginia,VA,Norfolk city
51,720,Virginia,VA,Norton city
51,730,Virginia,VA,Petersburg city
51,735,Virginia,VA,Poquoson city
51,740,Virginia,VA,Portsmouth city
51,750,Virginia,VA,Radford city
51,760,Virginia,VA,Richmond city
51,770,Virginia,VA,Roanoke city
51,775,Virginia,VA,Salem city
51,790,Virginia,VA,Staunton city
51,800,Virginia,VA,Suffolk city
51,810,Virginia,VA,Virginia Beach city
51,820,Virginia,VA,Waynesboro city
51,830,Virginia,VA,Williamsburg city
51,840,Virginia,VA,Winchester city
53,001,Washington,WA,Adams County
53,003,Washington,WA,Asotin County
53,005,Washington,WA,Benton County
53,007,Washington,WA,Chelan County
53,009,Washington,WA,Clallam County
53,011,Washington,WA,Clark County
53,013,Washington,WA,Columbia County
53,015,Washington,WA,Cowlitz County
53,017,Washington,WA,Douglas County
53,019,Washington,WA,Ferry County
53,021,Washington,WA,Franklin County
53,023,Washington,WA,Garfield County
53,025,Washington,WA,Grant County
53,027,Washington,WA,Grays Harbor County
53,029,Washington,WA,Island County
53,031,Washington,WA,Jefferson County
53,033,Washington,WA,King County
53,035,Washington,WA,Kitsap County
53,037,Washington,WA,Kittitas County
53,039,Washington,WA,Klickitat County
53,041,Washington,WA,Lewis County
53,043,Washington,WA,Lincoln County
53,045,Washington,WA,Mason County
53,047,Washington,WA,Okanogan County
53,049,Washington,WA,Pacific County
53,051,Washington,WA,Pend Oreille County
53,053,Washington,WA,Pierce County
53,055,Washington,WA,San Juan County
53,057,Washington,WA,Skagit County
53,059,Washington,WA,Skamania County
53,061,Washington,WA,Snohomish County
53,063,Washington,WA,Spokane County
53,065,Washington,WA,Stevens County
53,067,Washington,WA,Thurston County
53,069,Washington,WA,Wahkiakum County
53,071,Washington,WA,Walla Walla County
53,073,Washington,WA,Whatcom County
53,075,Washington,WA,Whitman County
53,077,Washington,WA,Yakima County
54,001,West Virginia,WV,Barbour County
54,003,West Virginia,WV,Berkeley County
54,005,West Virginia,WV,Boone County
54,007,West Virginia,WV,Braxton County
54,009,West Virginia,WV,Brooke County
54,011,West Virginia,WV,Cabell County
54,013,West Virginia,WV,Calhoun County
54,015,West Virginia,WV,Clay County
54,017,West Virginia,WV,Doddridge County
54,019,West Virginia,WV,Fayette County
54,021,West Virginia,WV,Gilmer County
54,023,West Virginia,WV,Grant County
54,025,West Virginia,WV,Greenbrier County
54,027,West Virginia,WV,Hampshire County
54,029,West Virginia,WV,Hancock County
54,031,West Virginia,WV,Hardy County
54,033,West Virginia,WV,Harrison County
54,035,West Virginia,WV,Jackson County
54,037,West Virginia,WV,Jefferson County
54,039,West Virginia,WV,Kanawha County
54,041,West Virginia,WV,Lewis County
54,043,West Virginia,WV,Lincoln County
54,045,West Virginia,WV,Logan County
54,047,West Virginia,WV,McDowell County
54,049,West Virginia,WV,Marion County
54,051,West Virginia,WV,Marshall County
54,053,West Virginia,WV,Mason County
54,055,West Virginia,WV,Mercer County
54,057,West Virginia,WV,Mineral County
54,059,West Virginia,WV,Mingo County
54,061,West Virginia,WV,Monongalia County
54,063,West Virginia,WV,Monroe County
54,065,West Virginia,WV,Morgan County
54,067,West Virginia,WV,Nicholas County
54,069,West Virginia,WV,Ohio County
54,071,West Virginia,WV,Pendleton County
54,073,West Virginia,WV,Pleasants County
54,075,West Virginia,WV,Pocahontas County
54,077,West Virginia,WV,Preston County
54,079,West Virginia,WV,Putnam County
54,081,West Virginia,WV,Raleigh County
54,083,West Virginia,WV,Randolph County
54,085,West Virginia,WV,Ritchie County
54,087,West Virginia,WV,Roane County
54,089,West Virginia,WV,Summers County
54,091,West Virginia,WV,Taylor County
54,093,West Virginia,WV,Tucker County
54,095,West Virginia,WV,Tyler County
54,097,West Virginia,WV,Upshur County
54,099,West Virginia,WV,Wayne County
54,101,West Virginia,WV,Webster County
54,103,West Virginia,WV,Wetzel County
54,105,West Virginia,WV,Wirt County
54,107,West Virginia,WV,Wood County
54,109,West Virginia,WV,Wyoming County
55,001,Wisconsin,WI,Adams County
55,003,Wisconsin,WI,Ashland County
55,005,Wisconsin,WI,Barron County
55,007,Wisconsin,WI,Bayfield County
55,009,Wisconsin,WI,Brown County
55,011,Wisconsin,WI,Buffalo County
55,013,Wisconsin,WI,Burnett County
55,015,Wisconsin,WI,Calumet County
55,017,Wisconsin,WI,Chippewa County
55,019,Wisconsin,WI,Clark County
55,021,Wisconsin,WI,Columbia County
55,023,Wisconsin,WI,Crawford County
55,025,Wisconsin,WI,Dane County
55,027,Wisconsin,WI,Dodge County
55,029,Wisconsin,WI,Door County
55,031,Wisconsin,WI,Douglas County
55,033,Wisconsin,WI,Dunn County
55,035,Wisconsin,WI,Eau Claire County
55,037,Wisconsin,WI,Florence County
55,039,Wisconsin,WI,Fond du Lac County
55,041,Wisconsin,WI,Forest County
55,043,Wisconsin,WI,Grant County
55,045,Wisconsin,WI,Green County
55,047,Wisconsin,WI,Green Lake County
55,049,Wisconsin,WI,Iowa County
55,051,Wisconsin,WI,Iron County
55,053,Wisconsin,WI,Jackson County
55,055,Wisconsin,WI,Jefferson County
55,057,Wisconsin,WI,Juneau County
55,059,Wisconsin,WI,Kenosha County
55,061,Wisconsin,WI,Kewaunee County
55,063,Wisconsin,WI,La Crosse County
55,065,Wisconsin,WI,Lafayette County
55,067,Wisconsin,WI,Langlade County
55,069,Wisconsin,WI,Lincoln County
55,071,Wisconsin,WI,Manitowoc County
55,073,Wisconsin,WI,Marathon County
55,075,Wisconsin,WI,Marinette County
55,077,Wisconsin,WI,Marquette County
55,078,Wisconsin,WI,Menominee County
55,079,Wisconsin,WI,Milwaukee County
55,081,Wisconsin,WI,Monroe County
55,083,Wisconsin,WI,Oconto County
55,085,Wisconsin,WI,Oneida County
55,087,Wisconsin,WI,Outagamie County
55,089,Wisconsin,WI,Ozaukee County
55,091,Wisconsin,WI,Pepin County
55,093,Wisconsin,WI,Pierce County
55,095,Wisconsin,WI,Polk County
55,097,Wisconsin,WI,Portage County
55,099,Wisconsin,WI,Price County
55,101,Wisconsin,WI,Racine County
55,103,Wisconsin,WI,Richland County
55,105,Wisconsin,WI,Rock County
55,107,Wisconsin,WI,Rusk County
55,109,Wisconsin,WI,St. Croix County
55,111,Wisconsin,WI,Sauk County
55,113,Wisconsin,WI,Sawyer County
55,115,Wisconsin,WI,Shawano County
55,117,Wisconsin,WI,Sheboygan County
55,119,Wisconsin,WI,Taylor County
55,121,Wisconsin,WI,Trempealeau County
55,123,Wisconsin,WI,Vernon County
55,125,Wisconsin,WI,Vilas County
55,127,Wisconsin,WI,Walworth County
55,129,Wisconsin,WI,Washburn County
55,131,Wisconsin,WI,Washington County
55,133,Wisconsin,WI,Waukesha County
55,135,Wisconsin,WI,Waupaca County
55,137,Wisconsin,WI,Waushara County
55,139,Wisconsin,WI,Winnebago County
55,141,Wisconsin,WI,Wood County
56,001,Wyoming,WY,Albany County
56,003,Wyoming,WY,Big Horn County
56,005,Wyoming,WY,Campbell County
56,007,Wyoming,WY,Carbon County
56,009,Wyoming,WY,Converse County
56,011,Wyoming,WY,Crook County
56,013,Wyoming,WY,Fremont County
56,015,Wyoming,WY,Goshen County
56,017,Wyoming,WY,Hot Springs County
56,019,Wyoming,WY,Johnson County
56,021,Wyoming,WY,Laramie County
56,023,Wyoming,WY,Lincoln County
56,025,Wyoming,WY,Natrona County
56,027,Wyoming,WY,Niobrara County
56,029,Wyoming,WY,Park County
56,031,Wyoming,WY,Platte County
56,033,Wyoming,WY,Sheridan County
56,035,Wyoming,WY,Sublette County
56,037,Wyoming,WY,Sweetwater County
56,039,Wyoming,WY,Teton County
56,041,Wyoming,WY,Uinta County
56,043,Wyoming,WY,Washakie County
56,045,Wyoming,WY,Weston County
60,010,American Samoa,AS,Eastern District
60,020,American Samoa,AS,Manu'a District
60,030,American Samoa,AS,Rose Island
60,040,American Samoa,AS,Swains Island
60,050,American Samoa,AS,Western District
66,010,Guam,GU,Guam
69,085,Northern Mariana Islands,MP,Northern Islands Municipality
69,100,Northern Mariana Islands,MP,Rota Municipality
69,110,Northern Mariana Islands,MP,Saipan Municipality
69,120,Northern Mariana Islands,MP,Tinian Municipality
72,001,Puerto Rico,PR,Adjuntas Municipio
72,003,Puerto Rico,PR,Aguada Municipio
72,005,Puerto Rico,PR,Aguadilla Municipio
72,007,Puerto Rico,PR,Aguas Buenas Municipio
72,009,Puerto Rico,PR,Aibonito Municipio
72,011,Puerto Rico,PR,Anasco Municipio
72,013,Puerto Rico,PR,Arecibo Municipio
72,015,Puerto Rico,PR,Arroyo Municipio
72,017,Puerto Rico,PR,Barceloneta Municipio
72,019,Puerto Rico,PR,Barranquitas Municipio
72,021,Puerto Rico,PR,Bayamon Municipio
72,023,Puerto Rico,PR,Cabo Rojo Municipio
72,025,Puerto Rico,PR,Caguas Municipio
72,027,Puerto Rico,PR,Camuy Municipio
72,029,Puerto Rico,PR,Canovanas Municipio
72,031,Puerto Rico,PR,Carolina Municipio
72,033,Puerto Rico,PR,Catano Municipio
72,035,Puerto Rico,PR,Cayey Municipio
72,037,Puerto Rico,PR,Ceiba Municipio
72,039,Puerto Rico,PR,Ciales Municipio
72,041,Puerto Rico,PR,Cidra Municipio
72,043,Puerto Rico,PR,Coamo Municipio
72,045,Puerto Rico,PR,Comerio Municipio
72,047,Puerto Rico,PR,Corozal Municipio
72,049,Puerto Rico,PR,Culebra Municipio
72,051,Puerto Rico,PR,Dorado Municipio
72,053,Puerto Rico,PR,Fajardo Municipio
72,054,Puerto Rico,PR,Florida Municipio
72,055,Puerto Rico,PR,Guanica Municipio
72,057,Puerto Rico,PR,Guayama Municipio
72,059,Puerto Rico,PR,Guayanilla Municipio
72,061,Puerto Rico,PR,Guaynabo Municipio
72,063,Puerto Rico,PR,Gurabo Municipio
72,065,Puerto Rico,PR,Hatillo Municipio
72,067,Puerto Rico,PR,Hormigueros Municipio
72,069,Puerto Rico,PR,Humacao Municipio
72,071,Puerto Rico,PR,Isabela Municipio
72,073,Puerto Rico,PR,Jayuya Municipio
72,075,Puerto Rico,PR,Juana Diaz Municipio
72,077,Puerto Rico,PR,Juncos Municipio
72,079,Puerto Rico,PR,Lajas Municipio
72,081,Puerto Rico,PR,Lares Municipio
72,083,Puerto Rico,PR,Las Marias Municipio
72,085,Puerto Rico,PR,Las Piedras Municipio
72,087,Puerto Rico,PR,Loiza Municipio
72,089,Puerto Rico,PR,Luquillo Municipio
72,091,Puerto Rico,PR,Manati Municipio
72,093,Puerto Rico,PR,Maricao Municipio
72,095,Puerto Rico,PR,Maunabo Municipio
72,097,Puerto Rico,PR,Mayaguez Municipio
72,099,Puerto Rico,PR,Moca Municipio
72,101,Puerto Rico,PR,Morovis Municipio
72,103,Puerto Rico,PR,Naguabo Municipio
72,105,Puerto Rico,PR,Naranjito Municipio
72,107,Puerto Rico,PR,Orocovis Municipio
72,109,Puerto Rico,PR,Patillas Municipio
72,111,Puerto Rico,PR,Penuelas Municipio
72,113,Puerto Rico,PR,Ponce Municipio
72,115,Puerto Rico,PR,Quebradillas Municipio
72,117,Puerto Rico,PR,Rincon Municipio
72,119,Puerto Rico,PR,Rio Grande Municipio
72,121,Puerto Rico,PR,Sabana Grande Municipio
72,123,Puerto Rico,PR,Salinas Municipio
72,125,Puerto Rico,PR,San German Municipio
72,127,Puerto Rico,PR,San Juan Municipio
72,129,Puerto Rico,PR,San Lorenzo Municipio
72,131,Puerto Rico,PR,San Sebastian Municipio
72,133,Puerto Rico,PR,Santa Isabel Municipio
72,135,Puerto Rico,PR,Toa Alta Municipio
72,137,Puerto Rico,PR,Toa Baja Municipio
72,139,Puerto Rico,PR,Trujillo Alto Municipio
72,141,Puerto Rico,PR,Utuado Municipio
72,143,Puerto Rico,PR,Vega Alta Municipio
72,145,Puerto Rico,PR,Vega Baja Municipio
72,147,Puerto Rico,PR,Vieques Municipio
72,149,Puerto Rico,PR,Villalba Municipio
72,151,Puerto Rico,PR,Yabucoa Municipio
72,153,Puerto Rico,PR,Yauco Municipio
74,300,U.S. Minor Outlying Islands,UM,Midway Islands
78,010,U.S. Virgin Islands,VI,St. Croix Island
78,020,U.S. Virgin Islands,VI,St. John Island
78,030,U.S. Virgin Islands,VI,St. Thomas Island
